Date,Day_of_Week,Month,Month_Name,Quarter,Week_of_Year,Is_Weekend,Holiday,Clinic_Type,Provider_Count,Available_Slots,Scheduled_Appointments,Completed_Appointments,Cancelled_Appointments,No_Shows,Walk_Ins,Patient_Volume,Average_Wait_Time,Capacity_Utilization,Revenue,Claims_Submitted,Claims_Denied,Staffing_Level
2024-02-28,Wednesday,2,February,1,9,0,0,Pediatrics,9,153,148,145,6,11,14,145,67.3,94.8,4930.87,128,9,11
2024-02-29,Thursday,2,February,1,9,0,0,General OPD,8,120,113,115,7,6,15,115,66.5,95.8,3116.63,103,5,12
2024-03-01,Friday,3,March,1,9,0,0,Pediatrics,9,144,116,107,6,12,9,107,50.0,74.3,3168.4,98,5,11
2024-03-02,Saturday,3,March,1,9,1,0,Pediatrics,10,160,75,72,5,6,8,72,38.0,45.0,2245.43,67,3,15
2024-03-03,Sunday,3,March,1,9,1,0,Surgical OPD,9,135,65,74,5,3,17,74,35.8,54.8,2501.74,72,4,11
2024-03-04,Monday,3,March,1,10,0,0,General OPD,10,150,153,154,6,13,20,154,74.3,102.7,5912.01,148,8,15
2024-03-05,Tuesday,3,March,1,10,0,0,General OPD,8,128,124,133,8,8,25,133,69.3,103.9,3823.37,124,9,11
2024-03-06,Wednesday,3,March,1,10,0,0,General OPD,9,162,126,127,9,6,16,127,53.7,78.4,4510.36,113,8,11
2024-03-07,Thursday,3,March,1,10,0,0,Medicine,8,128,141,140,6,11,16,140,87.1,109.4,4161.39,127,8,13
2024-03-08,Friday,3,March,1,10,0,0,Pediatrics,9,144,135,120,11,10,6,120,64.4,83.3,4497.85,110,4,13
2024-03-09,Saturday,3,March,1,10,1,0,General OPD,9,135,90,88,6,8,12,88,49.2,65.2,3489.15,83,7,12
2024-03-10,Sunday,3,March,1,10,1,0,General OPD,9,162,91,97,7,6,19,97,42.2,59.9,2425.77,86,5,11
2024-03-11,Monday,3,March,1,11,0,0,Medicine,10,160,123,130,7,9,23,130,53.5,81.2,3990.31,121,8,15
2024-03-12,Tuesday,3,March,1,11,0,0,General OPD,8,128,154,158,9,11,24,158,100.0,123.4,3570.65,153,11,10
2024-03-13,Wednesday,3,March,1,11,0,0,Medicine,9,153,144,143,9,14,22,143,68.0,93.5,3609.41,136,9,14
2024-03-14,Thursday,3,March,1,11,0,0,Medicine,9,135,121,115,11,8,13,115,59.4,85.2,2931.34,110,6,11
2024-03-15,Friday,3,March,1,11,0,0,General OPD,9,153,125,119,10,10,14,119,54.9,77.8,4105.06,113,7,12
2024-03-16,Saturday,3,March,1,11,1,0,General OPD,9,153,101,107,7,8,21,107,48.2,69.9,3611.03,96,5,12
2024-03-17,Sunday,3,March,1,11,1,0,Surgical OPD,9,144,90,92,6,7,15,92,44.1,63.9,3238.86,82,5,11
2024-03-18,Monday,3,March,1,12,0,0,General OPD,8,120,134,141,10,9,26,141,93.9,117.5,4854.86,136,11,10
2024-03-19,Tuesday,3,March,1,12,0,0,General OPD,8,144,151,151,14,11,25,151,76.5,104.9,5124.98,143,11,14
2024-03-20,Wednesday,3,March,1,12,0,0,Medicine,8,128,129,129,9,9,18,129,70.6,100.8,4185.72,121,9,10
2024-03-21,Thursday,3,March,1,12,0,0,Surgical OPD,9,162,112,107,8,11,14,107,56.9,66.0,3367.98,96,4,11
2024-03-22,Friday,3,March,1,12,0,0,Surgical OPD,9,162,104,104,7,6,13,104,47.5,64.2,3752.15,98,7,12
2024-03-23,Saturday,3,March,1,12,1,1,Medicine,9,135,60,69,4,3,16,69,40.2,51.1,2211.39,61,4,11
2024-03-24,Sunday,3,March,1,12,1,0,General OPD,8,136,108,113,6,8,19,113,52.9,83.1,3853.38,101,6,12
2024-03-25,Monday,3,March,1,13,0,0,General OPD,8,120,138,138,10,9,19,138,95.9,115.0,3129.68,126,9,10
2024-03-26,Tuesday,3,March,1,13,0,0,Medicine,11,198,158,152,8,12,14,152,58.6,76.8,4149.56,141,7,17
2024-03-27,Wednesday,3,March,1,13,0,0,Pediatrics,8,128,150,153,10,9,22,153,100.0,119.5,5495.9,136,9,13
2024-03-28,Thursday,3,March,1,13,0,0,Pediatrics,10,180,134,121,10,10,7,121,52.8,67.2,3548.48,108,5,13
2024-03-29,Friday,3,March,1,13,0,0,Surgical OPD,9,144,85,80,6,6,7,80,40.1,55.6,2113.49,76,5,13
2024-03-30,Saturday,3,March,1,13,1,0,General OPD,9,144,116,110,7,10,11,110,52.4,76.4,3802.17,103,6,14
2024-03-31,Sunday,3,March,1,13,1,0,Pediatrics,9,135,108,105,7,8,12,105,50.1,77.8,3360.56,98,6,13
2024-04-01,Monday,4,April,2,14,0,0,General OPD,9,162,172,168,14,12,22,168,80.2,103.7,5102.54,155,10,12
2024-04-02,Tuesday,4,April,2,14,0,0,Pediatrics,9,153,156,157,8,12,21,157,84.6,102.6,5971.72,153,8,15
2024-04-03,Wednesday,4,April,2,14,0,0,General OPD,9,162,158,158,8,14,22,158,74.1,97.5,5901.26,140,5,12
2024-04-04,Thursday,4,April,2,14,0,0,General OPD,10,180,141,133,8,8,8,133,59.4,73.9,4156.07,119,8,14
2024-04-05,Friday,4,April,2,14,0,0,General OPD,9,153,136,129,9,7,9,129,54.5,84.3,4500.75,122,8,13
2024-04-06,Saturday,4,April,2,14,1,0,Pediatrics,9,135,98,96,5,10,13,96,46.0,71.1,2212.34,86,5,12
2024-04-07,Sunday,4,April,2,14,1,0,Medicine,9,162,97,98,8,8,17,98,47.8,60.5,3564.6,92,4,11
2024-04-08,Monday,4,April,2,15,0,0,Pediatrics,9,162,156,161,9,10,24,161,74.8,99.4,4452.24,151,13,12
2024-04-09,Tuesday,4,April,2,15,0,0,Surgical OPD,8,128,111,113,8,8,18,113,62.0,88.3,2959.63,110,6,14
2024-04-10,Wednesday,4,April,2,15,0,0,General OPD,9,162,150,148,9,10,17,148,65.1,91.4,3679.12,143,9,12
2024-04-11,Thursday,4,April,2,15,0,0,General OPD,8,136,157,152,10,12,17,152,87.3,111.8,3731.57,148,9,13
2024-04-12,Friday,4,April,2,15,0,0,Medicine,10,160,139,127,7,8,3,127,54.7,79.4,4612.81,113,4,12
2024-04-13,Saturday,4,April,2,15,1,0,General OPD,9,135,119,115,9,10,15,115,61.4,85.2,3970.33,111,7,14
2024-04-14,Sunday,4,April,2,15,1,0,Surgical OPD,9,144,88,97,5,6,20,97,53.7,67.4,2806.85,87,3,12
2024-04-15,Monday,4,April,2,16,0,0,General OPD,9,153,167,162,9,12,16,162,79.9,105.9,5737.97,153,10,11
2024-04-16,Tuesday,4,April,2,16,0,0,Surgical OPD,9,153,125,127,12,7,21,127,56.5,83.0,3761.75,121,7,14
2024-04-17,Wednesday,4,April,2,16,0,0,General OPD,11,176,152,154,11,12,25,154,66.8,87.5,5127.37,138,6,16
2024-04-18,Thursday,4,April,2,16,0,0,Surgical OPD,9,135,120,121,9,7,17,121,59.7,89.6,3638.56,114,5,11
2024-04-19,Friday,4,April,2,16,0,0,Pediatrics,9,144,134,130,10,8,14,130,59.6,90.3,4097.62,115,6,11
2024-04-20,Saturday,4,April,2,16,1,0,Surgical OPD,9,135,56,66,3,4,17,66,44.0,48.9,1872.24,60,3,13
2024-04-21,Sunday,4,April,2,16,1,0,General OPD,7,112,108,115,5,12,24,115,81.5,102.7,3330.48,112,5,9
2024-04-22,Monday,4,April,2,17,0,0,Pediatrics,9,153,156,156,10,11,21,156,73.3,102.0,5331.52,140,7,12
2024-04-23,Tuesday,4,April,2,17,0,0,Surgical OPD,9,162,143,151,8,4,20,151,59.5,93.2,5257.69,134,8,15
2024-04-24,Wednesday,4,April,2,17,0,0,Pediatrics,8,144,156,161,9,9,23,161,90.8,111.8,4885.3,149,13,12
2024-04-25,Thursday,4,April,2,17,0,0,Pediatrics,9,135,158,152,7,13,14,152,88.7,112.6,3936.47,147,12,11
2024-04-26,Friday,4,April,2,17,0,0,Medicine,9,135,148,138,10,8,8,138,69.3,102.2,5780.13,122,8,15
2024-04-27,Saturday,4,April,2,17,1,0,Pediatrics,8,120,83,80,7,7,11,80,44.6,66.7,2571.74,73,5,12
2024-04-28,Sunday,4,April,2,17,1,0,Pediatrics,8,136,97,101,7,7,18,101,54.4,74.3,3358.1,98,7,11
2024-04-29,Monday,4,April,2,18,0,0,Pediatrics,7,112,151,147,10,13,19,147,100.0,125.0,3962.34,131,9,13
2024-04-30,Tuesday,4,April,2,18,0,0,Surgical OPD,9,153,136,139,9,8,20,139,71.3,90.8,5123.67,127,8,11
2024-05-01,Wednesday,5,May,2,18,0,1,General OPD,9,162,138,140,4,9,15,140,47.6,86.4,5246.02,134,9,11
2024-05-02,Thursday,5,May,2,18,0,0,General OPD,8,120,164,162,10,13,21,162,100.0,125.0,4077.19,151,13,11
2024-05-03,Friday,5,May,2,18,0,0,Surgical OPD,9,144,130,126,6,9,11,126,57.7,87.5,3980.4,121,9,13
2024-05-04,Saturday,5,May,2,18,1,0,Surgical OPD,8,144,94,92,6,6,10,92,44.3,63.9,2877.6,82,3,14
2024-05-05,Sunday,5,May,2,18,1,0,Pediatrics,8,144,98,98,6,9,15,98,40.9,68.1,4072.27,95,7,11
2024-05-06,Monday,5,May,2,19,0,0,Pediatrics,9,162,160,162,9,13,24,162,77.3,100.0,6119.46,158,13,13
2024-05-07,Tuesday,5,May,2,19,0,0,General OPD,8,136,183,188,12,7,24,188,97.1,125.0,4925.01,168,15,13
2024-05-08,Wednesday,5,May,2,19,0,0,General OPD,9,135,156,150,10,13,17,150,93.0,111.1,4363.17,133,7,14
2024-05-09,Thursday,5,May,2,19,0,0,Pediatrics,8,144,125,120,10,10,15,120,47.9,83.3,3411.36,117,5,12
2024-05-10,Friday,5,May,2,19,0,0,General OPD,9,135,122,115,9,11,13,115,49.7,85.2,3850.97,107,7,11
2024-05-11,Saturday,5,May,2,19,1,0,Pediatrics,9,153,81,82,5,4,10,82,36.2,53.6,3139.68,77,6,11
2024-05-12,Sunday,5,May,2,19,1,0,General OPD,8,144,98,96,5,8,11,96,44.4,66.7,3113.92,90,5,13
2024-05-13,Monday,5,May,2,20,0,0,Surgical OPD,9,153,129,136,7,9,23,136,65.8,88.9,4624.63,130,7,11
2024-05-14,Tuesday,5,May,2,20,0,0,Surgical OPD,8,136,126,129,9,7,19,129,76.1,94.9,3785.22,124,7,10
2024-05-15,Wednesday,5,May,2,20,0,0,Medicine,9,135,132,134,8,11,21,134,71.1,99.3,4553.75,121,9,13
2024-05-16,Thursday,5,May,2,20,0,0,Pediatrics,8,144,148,144,10,10,16,144,74.8,100.0,4336.18,130,8,12
2024-05-17,Friday,5,May,2,20,0,0,General OPD,8,136,137,127,10,12,12,127,69.2,93.4,3230.49,123,8,10
2024-05-18,Saturday,5,May,2,20,1,0,Medicine,9,162,97,98,4,6,11,98,43.6,60.5,3304.9,94,5,13
2024-05-19,Sunday,5,May,2,20,1,0,Medicine,9,135,124,122,10,6,14,122,65.3,90.4,3899.19,115,6,15
2024-05-20,Monday,5,May,2,21,0,0,General OPD,10,170,159,153,12,10,16,153,62.5,90.0,4224.52,150,7,15
2024-05-21,Tuesday,5,May,2,21,0,0,Surgical OPD,8,120,140,143,5,11,19,143,97.7,119.2,5517.16,136,10,14
2024-05-22,Wednesday,5,May,2,21,0,0,Medicine,9,162,148,147,13,9,21,147,56.3,90.7,4253.33,133,3,15
2024-05-23,Thursday,5,May,2,21,0,0,Surgical OPD,9,162,138,145,9,4,20,145,62.6,89.5,4993.28,140,9,11
2024-05-24,Friday,5,May,2,21,0,0,Medicine,9,135,140,138,8,11,17,138,82.5,102.2,4215.87,127,8,11
2024-05-25,Saturday,5,May,2,21,1,0,Pediatrics,8,128,91,92,6,7,14,92,46.5,71.9,3512.04,81,5,14
2024-05-26,Sunday,5,May,2,21,1,0,General OPD,8,136,124,131,6,10,23,131,60.5,96.3,4067.5,119,8,14
2024-05-27,Monday,5,May,2,22,0,0,Surgical OPD,9,162,120,124,8,8,20,124,50.8,76.5,3137.38,119,7,12
2024-05-28,Tuesday,5,May,2,22,0,0,Medicine,8,144,158,157,8,10,17,157,93.8,109.0,5532.68,153,8,11
2024-05-29,Wednesday,5,May,2,22,0,0,General OPD,9,153,158,156,14,15,27,156,83.6,102.0,5952.68,142,7,14
2024-05-30,Thursday,5,May,2,22,0,0,General OPD,9,135,136,139,8,6,17,139,75.8,103.0,4210.25,126,7,15
2024-05-31,Friday,5,May,2,22,0,0,General OPD,9,135,139,126,10,9,6,126,68.9,93.3,4374.16,118,8,13
2024-06-01,Saturday,6,June,2,22,1,0,Medicine,8,120,95,102,5,7,19,102,59.3,85.0,3316.81,98,8,11
2024-06-02,Sunday,6,June,2,22,1,0,Surgical OPD,8,128,102,101,7,8,14,101,61.0,78.9,3077.38,96,6,10
2024-06-03,Monday,6,June,2,23,0,0,General OPD,8,128,160,157,10,12,19,157,95.6,122.7,5552.0,147,9,14
2024-06-04,Tuesday,6,June,2,23,0,0,Pediatrics,9,162,140,152,6,8,26,152,61.9,93.8,4377.58,143,8,13
2024-06-05,Wednesday,6,June,2,23,0,0,General OPD,8,120,126,133,7,11,25,133,78.5,110.8,4273.29,120,7,12
2024-06-06,Thursday,6,June,2,23,0,0,Surgical OPD,9,153,128,119,11,9,11,119,49.6,77.8,3930.5,110,7,13
2024-06-07,Friday,6,June,2,23,0,0,Medicine,8,144,125,129,9,5,18,129,67.3,89.6,4242.08,117,6,10
2024-06-08,Saturday,6,June,2,23,1,0,Medicine,8,136,104,107,6,8,17,107,50.6,78.7,3092.13,104,6,11
2024-06-09,Sunday,6,June,2,23,1,0,Pediatrics,8,144,89,93,3,7,14,93,40.5,64.6,3742.17,83,6,12
2024-06-10,Monday,6,June,2,24,0,0,General OPD,7,112,130,130,6,14,20,130,96.3,116.1,4816.37,123,7,10
2024-06-11,Tuesday,6,June,2,24,0,0,General OPD,10,180,156,165,7,12,28,165,65.9,91.7,5933.67,149,10,15
2024-06-12,Wednesday,6,June,2,24,0,0,General OPD,8,128,144,145,5,7,13,145,86.5,113.3,5471.26,134,10,10
2024-06-13,Thursday,6,June,2,24,0,0,Medicine,8,144,153,156,10,7,20,156,82.8,108.3,5034.91,142,9,11
2024-06-14,Friday,6,June,2,24,0,0,Medicine,9,135,135,131,8,12,16,131,72.0,97.0,3997.44,120,10,12
2024-06-15,Saturday,6,June,2,24,1,0,Surgical OPD,8,136,97,99,8,5,15,99,54.5,72.8,2736.74,90,7,12
2024-06-16,Sunday,6,June,2,24,1,0,Surgical OPD,7,105,98,107,5,4,18,107,74.1,101.9,3122.93,102,7,11
2024-06-17,Monday,6,June,2,25,0,0,Pediatrics,8,144,140,149,8,12,29,149,75.4,103.5,4163.64,137,7,10
2024-06-18,Tuesday,6,June,2,25,0,0,Medicine,8,144,138,153,6,9,30,153,92.3,106.2,4572.8,146,8,11
2024-06-19,Wednesday,6,June,2,25,0,0,Surgical OPD,7,126,136,134,7,12,17,134,81.5,106.3,4436.19,124,8,13
2024-06-20,Thursday,6,June,2,25,0,0,Medicine,8,128,130,133,7,7,17,133,81.1,103.9,4742.26,124,6,12
2024-06-21,Friday,6,June,2,25,0,0,General OPD,8,136,142,141,7,14,20,141,82.9,103.7,5011.9,132,9,12
2024-06-22,Saturday,6,June,2,25,1,0,Pediatrics,9,153,98,94,6,8,10,94,36.7,61.4,2567.51,92,7,14
2024-06-23,Sunday,6,June,2,25,1,0,General OPD,7,126,114,117,8,7,18,117,66.0,92.9,4066.51,107,6,9
2024-06-24,Monday,6,June,2,26,0,0,Surgical OPD,7,126,120,132,8,5,25,132,72.8,104.8,4827.96,119,8,10
2024-06-25,Tuesday,6,June,2,26,0,0,Pediatrics,8,128,131,124,6,15,14,124,70.5,96.9,3841.9,120,9,11
2024-06-26,Wednesday,6,June,2,26,0,0,General OPD,8,120,152,156,8,10,22,156,100.0,125.0,5739.4,140,11,11
2024-06-27,Thursday,6,June,2,26,0,0,Medicine,9,135,134,127,9,8,10,127,62.6,94.1,4508.91,122,6,13
2024-06-28,Friday,6,June,2,26,0,0,Pediatrics,9,153,114,108,8,11,13,108,41.4,70.6,2909.7,97,5,11
2024-06-29,Saturday,6,June,2,26,1,0,General OPD,9,144,97,102,5,8,18,102,59.3,70.8,4158.23,96,7,12
2024-06-30,Sunday,6,June,2,26,1,0,General OPD,8,144,99,91,6,9,7,91,40.7,63.2,2651.5,81,5,14
2024-07-01,Monday,7,July,3,27,0,0,Medicine,9,153,159,163,9,11,24,163,75.6,106.5,5840.24,158,8,14
2024-07-02,Tuesday,7,July,3,27,0,0,Pediatrics,8,128,154,162,6,16,30,162,100.0,125.0,5780.95,152,10,13
2024-07-03,Wednesday,7,July,3,27,0,0,Medicine,8,120,131,134,8,6,17,134,83.7,111.7,3631.93,122,5,11
2024-07-04,Thursday,7,July,3,27,0,0,Pediatrics,7,112,123,125,7,8,17,125,97.7,111.6,4089.49,112,5,11
2024-07-05,Friday,7,July,3,27,0,0,Medicine,8,120,140,141,5,11,17,141,98.2,117.5,5024.63,129,10,13
2024-07-06,Saturday,7,July,3,27,1,0,Pediatrics,8,128,73,69,4,7,7,69,48.7,53.9,1867.25,66,4,13
2024-07-07,Sunday,7,July,3,27,1,0,Pediatrics,9,153,89,97,5,7,20,97,47.5,63.4,3142.65,89,5,14
2024-07-08,Monday,7,July,3,28,0,0,Medicine,8,120,155,162,7,11,25,162,100.0,125.0,5827.25,147,12,13
2024-07-09,Tuesday,7,July,3,28,0,0,General OPD,8,136,154,157,11,10,24,157,89.7,115.4,5687.95,147,11,11
2024-07-10,Wednesday,7,July,3,28,0,0,General OPD,8,136,144,141,10,13,20,141,76.6,103.7,4288.05,130,9,10
2024-07-11,Thursday,7,July,3,28,0,0,General OPD,8,120,130,124,6,11,11,124,68.5,103.3,4734.01,111,7,10
2024-07-12,Friday,7,July,3,28,0,0,Medicine,7,105,108,115,5,6,18,115,91.7,109.5,4280.54,103,8,11
2024-07-13,Saturday,7,July,3,28,1,0,Pediatrics,9,162,91,94,5,5,13,94,46.2,58.0,3098.7,89,7,15
2024-07-14,Sunday,7,July,3,28,1,0,Medicine,7,126,119,119,6,7,13,119,63.0,94.4,3494.34,116,7,9
2024-07-15,Monday,7,July,3,29,0,0,General OPD,7,126,133,139,6,8,20,139,79.1,110.3,3799.79,126,9,13
2024-07-16,Tuesday,7,July,3,29,0,0,General OPD,8,136,122,132,2,11,23,132,72.8,97.1,4423.34,126,8,10
2024-07-17,Wednesday,7,July,3,29,0,0,General OPD,9,153,139,131,10,11,13,131,65.4,85.6,4959.4,116,6,11
2024-07-18,Thursday,7,July,3,29,0,0,General OPD,7,126,143,139,7,12,15,139,87.2,110.3,4366.18,128,8,11
2024-07-19,Friday,7,July,3,29,0,0,Pediatrics,7,119,106,103,5,8,10,103,55.0,86.6,2942.06,96,7,12
2024-07-20,Saturday,7,July,3,29,1,0,General OPD,8,136,85,92,5,6,18,92,43.7,67.6,3247.57,83,4,12
2024-07-21,Sunday,7,July,3,29,1,0,Pediatrics,7,105,86,88,4,4,10,88,62.0,83.8,2877.43,82,4,9
2024-07-22,Monday,7,July,3,30,0,0,Surgical OPD,7,105,126,134,6,11,25,134,100.0,125.0,4564.53,130,11,12
2024-07-23,Tuesday,7,July,3,30,0,0,General OPD,8,136,131,146,5,8,28,146,82.4,107.4,4365.24,142,11,13
2024-07-24,Wednesday,7,July,3,30,0,0,Pediatrics,8,144,132,130,4,10,12,130,68.1,90.3,3967.68,116,10,13
2024-07-25,Thursday,7,July,3,30,0,0,Medicine,9,144,128,124,4,8,8,124,60.8,86.1,3705.12,112,8,15
2024-07-26,Friday,7,July,3,30,0,0,General OPD,7,126,117,123,4,9,19,123,70.3,97.6,4181.59,120,9,9
2024-07-27,Saturday,7,July,3,30,1,0,Pediatrics,7,112,79,77,5,6,9,77,45.5,68.8,2359.47,70,5,10
2024-07-28,Sunday,7,July,3,30,1,0,Medicine,8,144,104,121,6,6,29,121,63.1,84.0,4158.73,115,6,12
2024-07-29,Monday,7,July,3,31,0,0,Surgical OPD,7,105,117,117,5,9,14,117,83.7,111.4,3453.2,106,8,13
2024-07-30,Tuesday,7,July,3,31,0,0,General OPD,8,136,130,142,3,8,23,142,79.4,104.4,4826.58,130,9,12
2024-07-31,Wednesday,7,July,3,31,0,0,Surgical OPD,8,136,123,124,6,12,19,124,56.5,91.2,4317.08,111,6,11
2024-08-01,Thursday,8,August,3,31,0,0,Pediatrics,7,105,129,130,6,7,14,130,100.0,123.8,4332.4,126,9,12
2024-08-02,Friday,8,August,3,31,0,0,General OPD,8,128,116,119,5,6,14,119,63.9,93.0,4244.51,115,8,11
2024-08-03,Saturday,8,August,3,31,1,0,Pediatrics,8,128,70,76,4,5,15,76,41.2,59.4,2285.64,69,4,12
2024-08-04,Sunday,8,August,3,31,1,0,Surgical OPD,9,144,64,73,3,4,16,73,44.1,50.7,2538.25,70,4,12
2024-08-05,Monday,8,August,3,32,0,0,Pediatrics,8,120,126,129,5,9,17,129,77.2,107.5,4248.41,118,9,10
2024-08-06,Tuesday,8,August,3,32,0,0,General OPD,8,128,149,161,5,9,26,161,100.0,125.0,4630.53,143,12,11
2024-08-07,Wednesday,8,August,3,32,0,0,Pediatrics,7,105,125,132,6,9,22,132,100.0,125.0,3217.09,126,12,9
2024-08-08,Thursday,8,August,3,32,0,0,General OPD,8,144,129,127,5,12,15,127,54.2,88.2,3203.87,119,6,11
2024-08-09,Friday,8,August,3,32,0,0,General OPD,8,144,119,119,6,9,15,119,50.2,82.6,2756.82,108,8,10
2024-08-10,Saturday,8,August,3,32,1,0,General OPD,7,105,90,94,5,7,16,94,58.5,89.5,3168.22,85,5,9
2024-08-11,Sunday,8,August,3,32,1,0,General OPD,7,119,113,118,3,6,14,118,71.8,99.2,3622.71,115,8,10
2024-08-12,Monday,8,August,3,33,0,0,General OPD,6,108,132,140,6,9,23,140,100.0,125.0,4528.84,135,11,12
2024-08-13,Tuesday,8,August,3,33,0,0,General OPD,6,96,156,157,9,10,20,157,100.0,125.0,4910.71,151,12,11
2024-08-14,Wednesday,8,August,3,33,0,1,Pediatrics,6,90,97,107,4,8,22,107,92.5,118.9,3672.95,96,6,11
2024-08-15,Thursday,8,August,3,33,0,0,General OPD,8,128,122,122,7,7,14,122,57.3,95.3,4202.13,117,8,13
2024-08-16,Friday,8,August,3,33,0,0,General OPD,7,112,133,134,6,8,15,134,100.0,119.6,4310.99,121,6,9
2024-08-17,Saturday,8,August,3,33,1,0,Surgical OPD,7,119,65,68,3,5,11,68,44.7,57.1,2204.13,66,5,12
2024-08-18,Sunday,8,August,3,33,1,0,Pediatrics,7,112,86,93,4,9,20,93,65.4,83.0,3029.33,82,5,9
2024-08-19,Monday,8,August,3,34,0,0,Medicine,7,119,138,140,5,10,17,140,91.8,117.6,5259.4,128,11,13
2024-08-20,Tuesday,8,August,3,34,0,0,General OPD,7,126,134,137,9,10,22,137,88.3,108.7,3285.48,126,9,10
2024-08-21,Wednesday,8,August,3,34,0,0,General OPD,6,90,127,132,7,11,23,132,100.0,125.0,3869.96,127,9,9
2024-08-22,Thursday,8,August,3,34,0,0,General OPD,8,128,132,131,8,10,17,131,76.9,102.3,4645.4,125,7,10
2024-08-23,Friday,8,August,3,34,0,0,General OPD,7,105,109,107,6,9,13,107,70.2,101.9,3898.18,98,5,9
2024-08-24,Saturday,8,August,3,34,1,0,General OPD,7,112,86,96,4,6,20,96,55.8,85.7,3236.04,90,6,13
2024-08-25,Sunday,8,August,3,34,1,0,General OPD,8,120,81,91,5,6,21,91,55.2,75.8,2844.98,88,6,13
2024-08-26,Monday,8,August,3,35,0,0,General OPD,7,112,145,154,7,8,24,154,100.0,125.0,6074.72,136,11,13
2024-08-27,Tuesday,8,August,3,35,0,0,General OPD,8,128,153,160,6,12,25,160,100.0,125.0,5233.8,154,11,11
2024-08-28,Wednesday,8,August,3,35,0,0,Pediatrics,7,112,100,109,5,8,22,109,76.1,97.3,3501.42,106,7,10
2024-08-29,Thursday,8,August,3,35,0,0,General OPD,8,128,145,149,5,12,21,149,99.8,116.4,5561.74,132,8,13
2024-08-30,Friday,8,August,3,35,0,0,General OPD,8,128,106,107,2,7,10,107,53.0,83.6,3627.54,95,5,11
2024-08-31,Saturday,8,August,3,35,1,0,Pediatrics,6,96,70,79,2,6,17,79,47.4,82.3,2824.99,72,4,8
2024-09-01,Sunday,9,September,3,35,1,0,Medicine,7,112,78,85,4,7,18,85,53.1,75.9,3079.37,76,4,10
2024-09-02,Monday,9,September,3,36,0,0,General OPD,7,112,131,136,7,7,19,136,98.0,121.4,4149.38,126,11,11
2024-09-03,Tuesday,9,September,3,36,0,0,Medicine,7,112,138,145,5,9,21,145,100.0,125.0,5665.28,138,8,12
2024-09-04,Wednesday,9,September,3,36,0,0,Pediatrics,7,105,136,136,8,12,20,136,100.0,125.0,3012.61,127,9,12
2024-09-05,Thursday,9,September,3,36,0,0,General OPD,7,119,120,120,4,7,11,120,78.2,100.8,2889.76,108,8,12
2024-09-06,Friday,9,September,3,36,0,0,Medicine,8,128,118,120,4,10,16,120,73.7,93.8,3513.5,113,9,12
2024-09-07,Saturday,9,September,3,36,1,0,Surgical OPD,7,119,62,67,4,4,13,67,38.3,56.3,2030.54,64,3,13
2024-09-08,Sunday,9,September,3,36,1,0,General OPD,7,112,86,92,4,7,17,92,60.4,82.1,3077.45,90,4,9
2024-09-09,Monday,9,September,3,37,0,0,General OPD,6,96,131,142,5,10,26,142,100.0,125.0,4152.4,127,10,11
2024-09-10,Tuesday,9,September,3,37,0,0,Medicine,7,105,130,135,6,11,22,135,100.0,125.0,4313.56,128,9,10
2024-09-11,Wednesday,9,September,3,37,0,0,Medicine,8,144,127,141,4,7,25,141,84.0,97.9,4396.3,137,8,10
2024-09-12,Thursday,9,September,3,37,0,0,General OPD,9,162,126,127,5,7,13,127,49.0,78.4,5082.27,118,7,12
2024-09-13,Friday,9,September,3,37,0,0,General OPD,8,120,121,112,5,12,8,112,63.4,93.3,3223.37,103,7,10
2024-09-14,Saturday,9,September,3,37,1,0,General OPD,6,102,76,76,4,8,12,76,54.8,74.5,1920.35,68,4,8
2024-09-15,Sunday,9,September,3,37,1,0,Pediatrics,7,126,76,74,2,6,6,74,44.7,58.7,2699.22,72,4,10
2024-09-16,Monday,9,September,3,38,0,0,Pediatrics,8,120,109,116,7,11,25,116,67.2,96.7,3380.72,107,8,11
2024-09-17,Tuesday,9,September,3,38,0,0,General OPD,7,105,140,144,6,8,18,144,100.0,125.0,4555.2,140,10,9
2024-09-18,Wednesday,9,September,3,38,0,0,Pediatrics,7,126,109,116,3,7,17,116,66.9,92.1,3412.17,112,7,12
2024-09-19,Thursday,9,September,3,38,0,0,Medicine,8,136,111,115,3,11,18,115,53.1,84.6,4019.1,106,7,11
2024-09-20,Friday,9,September,3,38,0,0,General OPD,7,105,123,120,6,10,13,120,93.8,114.3,3180.35,112,6,11
2024-09-21,Saturday,9,September,3,38,1,0,General OPD,7,112,92,92,2,9,11,92,58.7,82.1,1913.9,81,5,11
2024-09-22,Sunday,9,September,3,38,1,0,Medicine,7,119,77,77,3,6,9,77,44.1,64.7,2863.08,70,4,9
2024-09-23,Monday,9,September,3,39,0,0,Surgical OPD,7,119,117,132,5,6,26,132,91.2,110.9,4354.66,126,6,13
2024-09-24,Tuesday,9,September,3,39,0,0,Pediatrics,8,144,124,133,7,9,25,133,61.2,92.4,4826.65,126,8,10
2024-09-25,Wednesday,9,September,3,39,0,0,Pediatrics,6,108,122,131,7,11,27,131,98.3,121.3,4853.4,120,8,8
2024-09-26,Thursday,9,September,3,39,0,0,General OPD,8,128,115,115,4,8,12,115,67.8,89.8,3258.43,110,4,13
